text,start_pos,end_pos,entity_type,release_date,release_url
distribute,,,VERB,2019-06-19T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-doctor-sentenced-prison-his-role-scheme-unlawfully-distribute-opioids
controlled,,,VERB,2019-06-19T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-doctor-sentenced-prison-his-role-scheme-unlawfully-distribute-opioids
investigated,,,VERB,2019-06-19T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-doctor-sentenced-prison-his-role-scheme-unlawfully-distribute-opioids
is,,,VERB,2019-06-19T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-doctor-sentenced-prison-his-role-scheme-unlawfully-distribute-opioids
prosecuting,,,VERB,2019-06-19T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-doctor-sentenced-prison-his-role-scheme-unlawfully-distribute-opioids
leads,,,VERB,2019-06-19T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-doctor-sentenced-prison-his-role-scheme-unlawfully-distribute-opioids
is,,,VERB,2019-06-19T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-doctor-sentenced-prison-his-role-scheme-unlawfully-distribute-opioids
focus,,,VERB,2019-06-19T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-doctor-sentenced-prison-his-role-scheme-unlawfully-distribute-opioids
prevent,,,VERB,2019-06-19T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-doctor-sentenced-prison-his-role-scheme-unlawfully-distribute-opioids
deter,,,VERB,2019-06-19T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-doctor-sentenced-prison-his-role-scheme-unlawfully-distribute-opioids
enforce,,,VERB,2019-06-19T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-doctor-sentenced-prison-his-role-scheme-unlawfully-distribute-opioids
maintains,,,VERB,2019-06-19T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-doctor-sentenced-prison-his-role-scheme-unlawfully-distribute-opioids
operating,,,VERB,2019-06-19T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-doctor-sentenced-prison-his-role-scheme-unlawfully-distribute-opioids
has,,,VERB,2019-06-19T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-doctor-sentenced-prison-his-role-scheme-unlawfully-distribute-opioids
charged,,,VERB,2019-06-19T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-doctor-sentenced-prison-his-role-scheme-unlawfully-distribute-opioids
have,,,VERB,2019-06-19T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-doctor-sentenced-prison-his-role-scheme-unlawfully-distribute-opioids
billed,,,VERB,2019-06-19T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-doctor-sentenced-prison-his-role-scheme-unlawfully-distribute-opioids
working,,,VERB,2019-06-19T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-doctor-sentenced-prison-his-role-scheme-unlawfully-distribute-opioids
are,,,VERB,2019-06-19T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-doctor-sentenced-prison-his-role-scheme-unlawfully-distribute-opioids
taking,,,VERB,2019-06-19T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-doctor-sentenced-prison-his-role-scheme-unlawfully-distribute-opioids
increase,,,VERB,2019-06-19T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-doctor-sentenced-prison-his-role-scheme-unlawfully-distribute-opioids
decrease,,,VERB,2019-06-19T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-doctor-sentenced-prison-his-role-scheme-unlawfully-distribute-opioids
U.S.,15,19,GPE,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
the Northern District,33,54,LOC,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
Texas,58,63,GPE,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
the Justice Department,319,341,ORG,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
Sean Shaughnessy,366,382,PERSON,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
Texas,414,419,GPE,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
Shaughnessy,769,780,PERSON,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
Bitcoin,1116,1123,PERSON,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
Shaughnessy,1212,1223,PERSON,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
Shaughnessy,1266,1277,PERSON,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
Bitcoin,1304,1311,PERSON,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
Dallas,1425,1431,GPE,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
Shaughnessy,1452,1463,PERSON,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
Sean Shaughnessy,1787,1803,PERSON,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
the U.S. Immigration,1981,2001,ORG,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
Customs Enforcements Homeland Security Investigations,2006,2059,ORG,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
New York Field Office,2066,2087,ORG,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
U.S.,2151,2155,GPE,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
HSI New York,2211,2223,ORG,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
Shaughnessy,2389,2400,PERSON,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
the Northern District,2404,2425,LOC,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
Texas,2429,2434,GPE,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
The Money Laundering and Asset Recovery Section,2436,2483,ORG,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
the Department of Justices Criminal Division,2495,2539,ORG,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
U.S.,2616,2620,GPE,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
announced,,,VERB,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
has,,,VERB,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
been,,,VERB,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
indicted,,,VERB,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
leveraging,,,VERB,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
sell,,,VERB,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
are,,,VERB,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
targeting,,,VERB,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
announced,,,VERB,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
was,,,VERB,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
charged,,,VERB,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
possess,,,VERB,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
distribute,,,VERB,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
controlled,,,VERB,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
controlled,,,VERB,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
controlled,,,VERB,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
According,,,VERB,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
was,,,VERB,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
unsealed,,,VERB,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
following,,,VERB,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
sold,,,VERB,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
allows,,,VERB,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
conduct,,,VERB,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
purchased,,,VERB,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
was,,,VERB,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
shipped,,,VERB,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
using,,,VERB,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
alleges,,,VERB,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
purchased,,,VERB,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
overdosed,,,VERB,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
died,,,VERB,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
transferred,,,VERB,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
was,,,VERB,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
shipped,,,VERB,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
sent,,,VERB,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
controlled,,,VERB,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
was,,,VERB,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
ordered,,,VERB,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
remain,,,VERB,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
are,,,VERB,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
is,,,VERB,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
presumed,,,VERB,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
proven,,,VERB,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
was,,,VERB,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
coordinated,,,VERB,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
used,,,VERB,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
target,,,VERB,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
posed,,,VERB,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
exchanging,,,VERB,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
was,,,VERB,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
identify,,,VERB,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
leading,,,VERB,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
including,,,VERB,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
coordinated,,,VERB,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
investigate,,,VERB,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
identified,,,VERB,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
led,,,VERB,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
were,,,VERB,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
executed,,,VERB,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
have,,,VERB,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
been,,,VERB,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
charged,,,VERB,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
convicted,,,VERB,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
are,,,VERB,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
pending,,,VERB,2019-05-30T00:00:00-04:00,https://www.justice.gov/opa/pr/darknet-fentanyl-dealer-indicted-nationwide-undercover-operation-targeting-darknet-vendors
Morgantown,2,12,GPE,2019-05-21T00:00:00-04:00,https://www.justice.gov/opa/pr/west-virginia-physician-pleads-guilty-drug-charge
West Virginia,14,27,GPE,2019-05-21T00:00:00-04:00,https://www.justice.gov/opa/pr/west-virginia-physician-pleads-guilty-drug-charge
